掰	blrr	1262
败	blmt	1517
柏	blsr	348
佰	blwd	29
稗	bltr	35
捭	blrr	11
伯	blwr	5
版	bjtc	30687
班	bjgg	10270
半	bjuk	8451
板	bjsc	4240
般	bjtc	5181
办	bjei	3889
搬	bjrc	2278
拌	bjru	1339
斑	bjgg	856
伴	bjwu	839
瓣	bjuf	386
扮	bjrv	409
扳	bjrc	266
绊	bjxu	228
颁	bjww	251
坂	bjfc	120
阪	bjbc	46
钣	bjqc	19
癍	bjug	20
柈	bjsh	5
攽	bjwy	2
瘢	bjuc	2
昄	bjjy	1
湴	bjig	1
靽	bjag	0
帮	bhdm	11881
棒	bhsg	2692
榜	bhsy	2169
磅	bhdy	2695
邦	bhdb	1270
绑	bhxb	1179
镑	bhqy	542
傍	bhwy	216
蚌	bhjd	161
浜	bhiw	158
谤	bhyy	70
梆	bhsb	23
膀	bhey	9
搒	bhry	2
玤	bhgh	1
蒡	bhay	0
塝	bhfy	0
包	bkqn	13703
宝	bkpg	2856
报	bkrb	7881
保	bkws	4971
爆	bkow	3912
抱	bkrn	2528
薄	bkaf	1991
堡	bkwf	1021
曝	bkjw	787
饱	bkqn	829
鲍	bkqn	465
煲	bkwo	664
剥	bkvj	465
暴	bkjw	529
豹	bkey	414
刨	bkqj	264
褒	bkye	164
胞	bken	86
葆	bkas	85
苞	bkan	67
鸨	bkxq	21
炮	bkon	15
雹	bkfn	15
孢	bkbn	12
枹	bksn	9
龅	bkhn	8
趵	bkky	2
褓	bkps	1
瀑	bkiw	1
被	bzpb	307050
背	bzuf	24818
倍	bzwk	23779
呗	bzkw	10966
杯	bzsd	4421
北	bzux	3172
贝	bzmw	1100
备	bztl	1006
悲	bzhn	738
碑	bzdr	717
辈	bzhl	287
钡	bzqw	149
焙	bzok	107
邶	bzub	93
卑	bzrj	96
悖	bznb	49
孛	bzfb	38
蓓	bzak	25
陂	bzbb	18
碚	bzdk	5
琲	bzgd	8
惫	bztn	7
鹎	bzrq	6
鞴	bzaf	4
狈	bzqw	3
棓	bzsg	3
椑	bzsf	2
褙	bzpe	2
糒	bzoe	1
臂	bzne	1
鐾	bznq	1
鞁	bzay	0
本	bfsd	33142
笨	bfts	1276
奔	bfda	1332
苯	bfas	991
畚	bfcl	95
贲	bffw	43
锛	bfqa	20
犇	bftg	13
坌	bfwf	8
夯	bfde	4
倴	bfwa	1
栟	bfsh	1
崩	bgme	2223
蹦	bgke	1555
泵	bgdi	863
甭	bgde	273
绷	bgxe	229
嘣	bgke	96
迸	bgup	48
甏	bgfg	20
蚌	bgjd	5
琫	bggg	3
祊	bgpt	2
镚	bgqe	0
比	bixx	168061
笔	bite	6838
逼	bigp	4837
必	bine	3672
币	bitk	2666
鼻	bitg	1091
臂	bine	613
壁	binf	761
彼	bitb	909
毕	bixf	690
避	binp	670
碧	bigd	585
哔	bikf	543
闭	biuf	312
弊	biia	372
璧	bing	258
铋	biqn	223
敝	biit	167
匕	bixn	120
毙	bixx	120
俾	biwr	110
鄙	bikb	98
蔽	biat	96
婢	bivr	76
濞	biig	15
庇	biox	62
畀	bilg	58
陛	bibf	43
弼	bixx	40
痹	biug	36
妣	bivx	30
髀	bimr	29
吡	bikx	64
屄	bini	20
箅	bitg	19
滗	biie	17
庳	bior	16
嬖	binv	16
芘	biax	14
沘	biin	14
毖	bixn	14
蓖	biax	13
裨	bipr	11
苾	biar	11
愎	bint	10
篦	bitx	10
邲	binh	8
皕	bidj	8
襞	biny	6
萆	biar	6
荜	biaf	5
薜	biaf	5
跸	bikf	5
咇	bikt	4
珌	bigt	4
舭	bitx	4
辟	binf	4
佖	biwt	3
赑	bimu	3
荸	biab	2
诐	biyy	2
筚	bitf	2
秕	bitx	2
贲	bifw	2
狴	biqf	1
佛	biwx	1
觱	bide	1
馝	bitt	1
泌	biin	1
秘	bitn	1
鲾	biql	1
坒	bixf	0
便	bmwg	29912
边	bmep	11327
变	bmyc	9453
遍	bmyp	5394
编	bmxn	3079
贬	bmmp	803
辩	bmuf	522
扁	bmyn	520
鞭	bmag	439
辨	bmuf	297
蝙	bmjn	234
卞	bmyu	187
煸	bmon	179
弁	bmca	141
辫	bmuf	76
匾	bman	69
汴	bmiy	36
抃	bmry	10
昪	bmjj	9
苄	bmay	8
笾	bmtp	8
砭	bmdp	7
鳊	bmqn	5
萹	bmaa	4
忭	bmny	3
碥	bmdn	3
褊	bmpn	2
表	bcge	15517
标	bcsf	2478
婊	bcve	734
飙	bcdr	502
镖	bcqf	235
彪	bche	200
裱	bcpe	103
膘	bcef	129
杓	bcsy	62
鳔	bcqf	25
镳	bcqo	23
骉	bccg	18
熛	bcoi	18
摽	bcri	16
幖	bcmi	15
骠	bccf	8
藨	bcao	4
儦	bcwo	4
瀌	bcio	3
俵	bcwy	3
飑	bcwn	1
瘭	bcuf	0
脿	bcey	0
别	bxkj	21101
憋	bxin	1874
鳖	bxiq	478
瘪	bxux	299
蹩	bxih	30
癿	bxrn	8
宾	bnpw	391
斌	bnyh	254
彬	bnse	148
髌	bnmw	13
鬓	bndw	116
滨	bniw	70
豳	bnmg	69
邠	bnwh	64
缤	bnxw	21
膑	bnew	26
殡	bngw	16
濒	bniw	11
摈	bnrw	8
玢	bngv	4
傧	bnww	4
镔	bnqw	2
槟	bnsw	1
并	byuj	132093
病	byug	9891
兵	byrw	5140
冰	byui	3689
饼	byqu	2981
柄	bysg	870
丙	bygi	674
禀	byyf	103
屏	bynu	26
秉	bytd	73
炳	byog	43
蛃	byjw	17
昺	byjw	14
摒	byru	10
槟	bysw	3
邴	bygb	3
栟	bysh	1
波	boib	4306
博	boff	2192
播	borl	1338
薄	boaf	854
拨	born	783
伯	bowr	674
铂	boqr	533
搏	borf	416
啵	bokb	242
钵	boqs	239
勃	bofe	214
驳	bocr	208
玻	bogb	180
脖	boeb	166
帛	borm	110
剥	bovj	53
跛	bokb	67
亳	boyt	63
箔	botr	22
柏	bosr	39
孛	bofb	38
泊	boir	36
钹	boqy	36
渤	boie	34
镈	boqy	25
僰	bosw	20
菠	boab	6
擘	bonr	22
浡	boib	14
舶	botr	14
嶓	boml	13
膊	boef	11
哱	bokb	11
砵	bodg	9
卜	bohy	11
踣	bokk	8
簸	botb	6
鹁	bofq	5
檗	bons	4
鲌	boqg	1
蕃	boal	2
艴	boxc	2
趵	boky	1
馞	botb	1
袯	bopy	1
饽	boqb	1
礴	bodf	0
欂	bosf	0
不	budi	162529
部	buub	9531
补	buph	7269
步	buhh	4248
布	budm	2175
簿	butf	278
钚	buqd	303
捕	burs	303
卜	buhy	279
怖	bunm	60
卟	bukh	35
晡	bujs	33
埠	buff	27
逋	busp	30
堡	buwf	11
哺	buks	24
蔀	buab	16
瓿	buug	6
醭	busg	4
埔	bufs	2
埗	buft	1
擦	carf	3055
嚓	cakf	32
才	clfe	92394
菜	clas	12774
踩	clks	6220
猜	clqe	2807
蔡	claf	1099
财	clmf	989
采	cles	803
材	clsf	699
裁	clfy	703
彩	clee	475
睬	clhs	35
偲	clwy	23
惨	cjne	2574
餐	cjhy	948
残	cjgg	823
参	cjce	689
蚕	cjgj	130
粲	cjho	86
灿	cjom	80
骖	cjce	38
惭	cjnr	30
璨	cjgo	21
黪	cjle	18
䅟	cjte	0
藏	chaa	2772
仓	chwb	1766
舱	chtb	1047
苍	chab	150
沧	chin	45
鸧	chwg	4
伧	chwn	3
草	ckaf	3669
槽	cksj	1850
曹	ckgj	1582
操	ckrs	1627
艹	ckah	1444
糙	ckop	468
屮	ckbk	106
嘈	ckkj	67
漕	ckij	50
芔	ckbh	26
肏	cktw	20
艚	cktj	6
螬	ckjj	0
侧	cewj	2863
测	ceij	2329
册	cemd	2182
策	cets	408
厕	cedj	72
恻	cenj	8
岑	cfmw	86
涔	cfiw	9
参	cfce	1
曾	cguj	13871
层	cgnf	11066
蹭	cgkj	3749
噌	cgkj	184
嶒	cgmj	0
差	iaua	19115
茶	iaas	6506
查	iasg	6368
插	iare	3328
叉	iaci	799
侘	iawa	350
茬	iaaf	325
镲	iaqf	302
察	iapf	261
猹	iaqg	117
搽	iars	95
槎	iasa	67
岔	iawm	59
檫	iasf	32
杈	iasc	45
嚓	iakf	32
碴	iadg	30
姹	iavt	17
汊	iaic	12
衩	iapc	2
锸	iaqe	6
垞	iafa	5
诧	iayt	5
馇	iaqg	2
刹	iarj	2
喳	iakg	1
蹅	iakg	0
嵖	iamg	0
拆	ilrr	3532
柴	ilhs	802
差	ilua	334
钗	ilqc	102
豺	ilef	45
虿	ilgj	26
侪	ilwj	15
瘥	ilua	16
茝	ilah	13
产	ijue	1992
铲	ijqu	970
馋	ijqu	951
缠	ijxj	583
禅	ijpu	457
蝉	ijju	430
掺	ijre	381
颤	ijyw	394
搀	ijru	111
谗	ijyu	81
浐	ijit	37
婵	ijvu	53
蟾	ijjy	36
澶	ijig	43
觇	ijhm	38
阐	ijuu	26
躔	ijkf	27
襜	ijpy	16
谄	ijye	13
镡	ijqf	14
刬	ijgh	11
辿	ijmk	9
忏	ijnt	10
巉	ijmy	7
韂	ijay	7
羼	ijnu	6
廛	ijof	6
潺	ijib	4
梴	ijsp	4
孱	ijnb	2
蒇	ijaw	2
啴	ijkf	2
单	ijuj	2
骣	ijcb	2
镵	ijqy	2
瀍	ijif	1
旵	ijjj	1
冁	ijua	0
儳	ijwy	0
唱	ihkj	10966
场	ihfn	10830
长	ihti	11739
常	ihim	4999
厂	ihdt	3503
尝	ihif	771
肠	ihen	590
畅	ihjn	200
昌	ihjj	265
偿	ihwf	90
敞	ihit	58
娼	ihvj	50
鬯	ihob	16
怅	ihnt	29
倡	ihwj	26
昶	ihyj	23
猖	ihqj	15
嫦	ihvm	10
氅	ihie	9
伥	ihwt	8
苌	ihat	6
鲳	ihqj	5
菖	ihaj	3
徜	ihtk	3
裳	ihiy	2
阊	ihuj	2
鲿	ihqc	2
惝	ihnk	1
超	ikfk	13795
抄	ikri	7354
炒	ikoi	4642
朝	ikfe	4354
潮	ikie	1185
吵	ikki	1960
钞	ikqi	376
巢	ikvj	312
嘲	ikke	267
焯	ikof	243
晁	ikjq	108
怊	iknk	3
绰	ikxf	1
弨	ikxg	1
耖	ikfi	0
车	ielh	28616
扯	ierh	5676
撤	iert	1135
彻	ietv	145
掣	ietr	68
澈	ieit	54
坼	iefr	29
尺	ieni	2
砗	iedl	0
㬚	iejt	0
陈	ifba	5833
趁	iffe	2775
臣	ifah	2042
沉	ifiw	1069
辰	ifdi	562
尘	ifif	405
琛	ifgs	186
抻	ifrj	267
嗔	ifkw	258
衬	ifpf	247
晨	ifjd	252
称	ifti	123
宸	ifpd	114
谶	ifyh	83
谌	ifyd	20
瞋	ifhw	13
忱	ifnp	13
梣	ifsn	10
煁	ifon	4
榇	ifss	3
龀	ifhx	3
疢	ifui	3
棽	ifsn	3
碜	ifde	4
郴	ifsb	1
成	igdv	27010
称	igti	10270
城	igfd	5002
呈	igkg	5547
乘	igtx	2249
撑	igrr	1357
橙	igsu	1252
程	igtg	1154
秤	igtg	452
盛	igdl	798
承	igbi	732
诚	igyd	474
丞	igbf	197
澄	igiu	159
逞	igkp	93
惩	igtn	40
枨	igst	25
埕	igfg	17
骋	igcg	34
铖	igqd	22
澂	igit	11
珵	iggg	14
琤	iggh	14
塍	igef	14
偁	igwf	9
蛏	igjf	8
赪	igfm	8
噌	igkj	4
酲	igsg	7
宬	igpb	6
柽	igsf	6
瞠	ighf	3
珹	iggn	3
牚	igit	2
晟	igjd	1
铛	igqv	1
憕	ignu	0
裎	igpg	0
庱	igot	0
吃	iikn	47432
池	iiib	1739
持	iirf	2347
赤	iifu	790
尺	iini	798
迟	iinp	683
齿	iihb	654
敕	iist	440
痴	iiuk	405
驰	iicb	318
翅	iifn	330
耻	iibh	127
嗤	iikj	106
豉	iigc	78
斥	iiri	91
螭	iijc	76
叱	iikx	73
彳	iith	65
蚩	iibj	64
炽	iiow	57
笞	iitk	53
哧	iikf	34
媸	iivj	39
饬	iiqe	23
侈	iiwq	20
弛	iixb	20
褫	iipw	17
魑	iirc	15
摛	iirc	12
鸱	iiqq	8
啻	iiyk	6
瘛	iiun	6
漦	iifi	5
墀	iift	4
茌	iiaf	4
匙	iijx	3
眵	iihq	3
篪	iitw	2
傺	iiwf	1
踟	iikk	0
胣	iien	0
瓻	iiry	0
痓	iiuf	0
冲	isuk	6622
重	istf	4267
充	isyb	2060
虫	isjy	1881
宠	ispd	726
崇	ismf	215
铳	isqy	122
舂	isde	94
憧	isnj	12
摏	isre	4
艟	istj	2
翀	isnh	5
忡	isnk	1
茺	isay	1
涌	isic	1
种	istk	2
珫	isgq	1
漴	isii	1
㳘	isiq	0
抽	ibrm	5428
丑	ibng	4443
臭	ibtd	1787
愁	ibtn	1053
瞅	ibho	515
仇	ibwv	596
筹	ibtf	269
稠	ibtk	152
酬	ibsy	121
雠	ibww	56
俦	ibwf	48
绸	ibxk	39
畴	iblf	31
瘳	ibue	20
惆	ibnk	8
杻	ibsg	4
帱	ibmf	3
椆	ibsk	3
犨	ibwg	2
踌	ibkf	1
侴	ibwj	0
出	iubk	44496
处	iuth	16326
除	iubw	10533
初	iupv	3364
楚	iusn	1738
厨	iudf	809
触	iuqj	406
褚	iupj	301
杵	iust	323
储	iuwj	154
锄	iuqe	163
怵	iuns	154
雏	iuqw	73
橱	iusf	35
畜	iuyl	83
黜	iulb	85
刍	iuqv	46
础	iudb	44
俶	iuwc	34
楮	iusj	37
矗	iuff	32
亍	iugj	28
滁	iuiw	24
绌	iuxb	21
樗	iusf	10
憷	iunn	5
斶	iurj	4
搐	iurl	2
摴	iurn	1
躇	iukj	1
蜍	iujw	1
濋	iuih	1
蹰	iukf	0
䝙	iuey	0
䢺	iubh	0
琡	iugc	0
欻	iwow	5
踹	iykm	1418
揣	iyrm	377
搋	iyrw	4
啜	iykc	2
穿	irpa	11449
传	irwf	6270
船	irtk	5140
川	irkh	987
串	irkk	1442
氚	irrk	564
喘	irkm	446
钏	irqk	54
舛	irqg	51
椽	irsx	50
遄	irmp	13
床	idos	4117
创	idwj	1318
窗	idpt	1186
闯	iduc	578
疮	iduv	145
怆	idnn	12
幢	idmj	1
噇	idkf	0
吹	ivkw	12365
锤	ivqt	2664
捶	ivrt	686
垂	ivtf	481
炊	ivow	133
槌	ivsp	115
圌	ivlj	72
棰	ivst	18
倕	ivwf	15
陲	ivbt	4
纯	ipxg	15335
蠢	ipdj	1947
春	ipdj	2039
唇	ipdk	936
醇	ipsb	904
椿	ipsj	339
淳	ipib	144
蝽	ipjj	38
鹑	ipyq	32
莼	ipag	15
瑃	ipgj	0
䲠	ipqj	0
堾	ipfj	0
戳	iona	5624
啜	iokc	129
辍	iolc	39
绰	ioxf	28
龊	iohh	15
踔	iokf	8
逴	iohk	2
惙	ionc	1
次	ciuw	41345
此	cihx	16871
词	ciyn	18227
刺	cisj	1859
赐	cimq	1050
磁	cidx	864
茨	ciaw	849
呲	cikx	609
辞	citf	450
雌	cihw	359
瓷	ciug	293
祠	cipn	293
慈	ciun	122
泚	ciin	86
疵	ciux	39
伺	ciwn	22
玼	cign	18
糍	ciox	15
跐	cikx	11
差	ciua	4
茈	ciax	3
兹	ciux	3
佽	ciww	2
鹚	ciuq	1
莿	ciaj	1
从	csww	412357
葱	csan	1102
聪	csbn	179
丛	cswg	152
琮	csgf	72
悰	csni	20
骢	cscn	18
枞	cssw	17
璁	csgn	14
淙	csif	5
熜	cson	5
匆	csqi	4
囱	cstt	3
苁	csaw	3
凑	cbug	2627
腠	cbeg	3
辏	cblg	3
粗	cuoe	3033
醋	cusj	1823
促	cuwh	352
簇	cutt	338
蹙	cudh	167
蹴	cukd	49
猝	cuqf	35
殂	cuge	34
徂	cute	31
卒	cuyf	30
蔟	cuat	17
窜	crpk	825
蹿	crkk	254
汆	crti	180
篡	crtc	176
爨	creo	49
攒	crrw	45
撺	crrk	14
镩	crqk	1
催	cvww	2044
崔	cvmw	1255
脆	cveb	861
翠	cvnf	176
啐	cvkf	85
萃	cvaf	100
摧	cvrw	85
淬	cvif	78
粹	cvof	48
毳	cvee	27
璀	cvgw	24
悴	cvnf	9
瘁	cvuf	8
漼	cviy	5
缞	cvxe	5
榱	cvse	2
寸	cpfy	5686
存	cpdb	3919
村	cpsf	2950
邨	cpgb	47
皴	cpcb	50
忖	cpnf	6
错	coqj	7975
搓	cora	1775
挫	corf	390
措	corj	63
锉	coqf	90
厝	codj	98
撮	corc	91
蹉	coka	82
矬	cotf	51
痤	couf	20
瑳	cogg	16
嵯	coma	7
鹾	coha	5
磋	coda	4
脞	coef	2
棤	cosg	0
莝	coaf	0
大	dadd	110653
打	dars	49653
答	datk	13799
达	dadp	7881
搭	dark	3542
哒	dakp	3240
嗒	dakk	184
妲	davg	160
鞑	daap	98
怛	dang	45
沓	daij	48
炟	daog	14
跶	dakp	6
笪	datg	8
耷	dadb	8
靼	daag	5
垯	dafy	4
溚	daik	3
瘩	dauk	2
褡	dapk	1
荙	daau	1
带	dlgm	35972
代	dlwa	10664
待	dltf	6848
呆	dlks	7097
戴	dlfw	4434
贷	dlww	2001
袋	dlwy	1275
黛	dlwo	777
逮	dlvp	363
岱	dlwm	174
殆	dlgk	75
迨	dlcp	59
呔	dlkd	53
歹	dlgi	41
玳	dlga	43
傣	dlww	39
怠	dlcn	39
绐	dlxk	18
埭	dlfv	17
大	dldd	8
轪	dlly	10
骀	dlck	10
叇	dlfp	0
垈	dlwf	0
但	djwg	516846
单	djuj	11707
蛋	djnj	3140
弹	djxu	3370
淡	djio	997
丹	djmd	806
氮	djro	653
胆	djeg	501
担	djrg	470
旦	djjg	286
啖	djko	134
掸	djru	117
澹	djiy	76
亶	djyg	62
石	djdg	54
诞	djyp	35
惮	djnu	48
耽	djbp	49
儋	djwy	22
聃	djbm	11
殚	djgu	10
疍	djng	4
箪	djtu	6
憺	djny	6
膻	djeg	5
瘅	djuu	3
眈	djhp	3
萏	djae	3
赕	djmo	1
郸	djub	1
疸	djug	0
当	dhiv	133037
党	dhiq	5095
档	dhsv	6019
挡	dhrv	2399
裆	dhpv	303
荡	dhan	305
铛	dhqv	101
宕	dhpd	78
砀	dhdn	55
凼	dhib	32
珰	dhgg	23
谠	dhyq	19
菪	dhad	12
垱	dhfg	4
筜	dhtf	2
到	dkgj	322254
道	dkup	25371
刀	dkvt	11412
倒	dkwj	9110
岛	dkqm	4140
导	dknf	827
盗	dkul	1127
叨	dkkv	151
氘	dkrj	424
稻	dkte	197
捣	dkrm	289
悼	dknf	89
纛	dkgt	58
蹈	dkke	44
祷	dkpf	24
捯	dkrj	25
忉	dknv	5
帱	dkmf	3
舠	dktt	2
鱽	dkqt	0
的	dery	15378475
得	detj	31646
地	defb	13039
德	detn	5691
锝	deqj	131
嘚	dekf	104
得	dztj	31646
嘚	dzkf	27
扽	dfrn	28
等	dgtf	396005
灯	dgos	5423
登	dgwu	1435
邓	dgcb	934
蹬	dgku	1033
凳	dgww	237
瞪	dghu	263
噔	dgku	64
镫	dgqu	19
戥	dgja	8
磴	dgdu	7
嶝	dgmu	3
澄	dgiu	2
璒	dggu	1
地	difb	117349
第	ditx	59951
低	diwq	27259
滴	diiy	5158
底	dioq	3483
帝	diym	1742
迪	dimp	878
敌	ditt	1157
蒂	diam	1008
抵	dirq	1061
笛	ditm	698
递	diup	580
狄	diqo	345
弟	diut	407
镝	diqy	273
氐	diqi	261
嫡	divy	158
堤	difg	137
骶	dimq	143
棣	disv	109
邸	diqb	138
的	diry	0
碲	didm	94
嘀	diky	83
睇	dihu	76
禘	diph	47
谛	diym	30
籴	dito	41
砥	didq	21
鞮	diah	24
涤	diis	22
荻	diao	18
菂	diay	21
娣	divu	17
诋	diyq	16
觌	difm	11
羝	diuq	11
柢	disq	5
翟	dinw	2
杕	disy	4
髢	didb	4
坻	difq	4
茋	diay	2
缔	dixm	2
踶	dikh	1
媂	divh	1
提	dirg	1
蹢	dikd	1
玓	digy	0
䃅	didf	0
䗖	dijh	0
嗲	dwkq	182
点	dmho	111245
店	dmok	13798
电	dmjv	5019
垫	dmrf	2031
碘	dmdm	1109
殿	dmnc	893
颠	dmfw	413
典	dmmu	356
滇	dmiw	236
甸	dmql	122
掂	dmrk	108
簟	dmtf	68
癫	dmuw	46
巅	dmmw	43
奠	dmud	34
靛	dmgg	27
钿	dmql	34
踮	dmkk	33
佃	dmwl	21
淀	dmig	13
玷	dmgk	11
惦	dmnk	8
坫	dmfk	3
癜	dmuc	3
扂	dmyk	2
阽	dmbk	1
琔	dmgh	0
掉	dcrf	10682
调	dcyk	3560
吊	dckm	1550
屌	dcnh	1303
叼	dckn	879
钓	dcqy	467
雕	dcmw	319
刁	dcnd	327
貂	dcek	178
凋	dcuk	95
鲷	dcqk	30
碉	dcdk	27
铫	dcqq	9
窎	dcpg	4
铞	dcqm	3
汈	dcig	1
跌	dxkt	2932
爹	dxwq	2843
叠	dxce	1377
碟	dxds	1241
蝶	dxjs	250
迭	dxtp	71
谍	dxys	38
牒	dxts	30
昳	dxjy	31
鲽	dxqs	9
喋	dxks	8
堞	dxfs	6
瓞	dxrt	5
耋	dxff	3
垤	dxff	3
绖	dxxf	2
楪	dxss	1
蹀	dxks	1
定	dypg	5120
顶	dysw	4057
丁	dysh	2348
盯	dyhs	1404
订	dyys	1072
钉	dyqs	965
鼎	dyhn	689
叮	dyks	718
碇	dydg	570
町	dyls	537
腚	dyeg	334
锭	dyqg	99
玎	dygs	15
啶	dykg	11
酊	dyss	8
仃	dyws	5
疔	dyus	6
耵	dybs	4
萣	dyah	0
丢	dqtu	5100
铥	dqqt	42
懂	dsnt	12113
动	dsfe	4594
东	dsai	3606
洞	dsik	2867
冻	dsua	1086
冬	dstu	1086
董	dsat	968
栋	dssa	828
咚	dsky	559
氡	dsri	170
侗	dswk	104
鸫	dsaq	46
胴	dsek	41
峒	dsmk	9
恫	dsnk	7
硐	dsdk	7
岽	dsma	5
垌	dsfk	3
胨	dsea	2
都	dbfb	391232
斗	dbuk	1728
抖	dbru	1677
豆	dbgu	1566
逗	dbgp	980
兜	dbrq	827
痘	dbuu	376
陡	dbbh	259
窦	dbpu	173
读	dbyu	10
蔸	dbaq	5
蚪	dbju	3
钭	dbqu	3
篼	dbtq	1
读	duyu	28867
度	duoc	25439
都	dufb	23501
赌	dumj	2983
毒	dugx	2465
堵	dufj	1821
杜	dusf	1634
独	duqj	1044
渡	duic	574
督	duhh	242
肚	duef	214
镀	duqc	232
笃	dutc	143
嘟	dukb	191
蠹	dugj	81
睹	duhj	74
妒	duvy	75
犊	ducu	52
渎	duiu	30
椟	dusu	32
牍	dutu	21
阇	duuj	11
厾	duni	4
芏	duaf	4
黩	dulu	3
髑	dumj	1
端	drum	8749
段	drtc	7791
短	drtu	6811
断	dror	2257
椴	drsc	61
锻	drqc	76
缎	drxc	30
耑	drmj	20
煅	droc	9
塅	drfc	8
簖	drtr	1
瑖	drgc	0
对	dvcf	584384
队	dvbw	6614
怼	dvcn	6086
堆	dvfw	3046
兑	dvub	1167
碓	dvdw	54
祋	dvpc	2
㨃	dvrg	0
吨	dpkg	5262
蹲	dpkf	3116
盾	dprh	1945
炖	dpog	1211
顿	dpgw	1311
惇	dpng	478
墩	dpft	252
遁	dprp	254
钝	dpqg	219
敦	dpyt	218
趸	dpgh	33
囤	dplg	30
盹	dphg	28
沌	dpig	17
镦	dpqt	7
礅	dpdt	3
蹾	dpkt	1
砘	dpdg	1
多	doqq	146987
躲	dots	2230
夺	dodf	954
剁	dowj	702
朵	dows	544
堕	dobf	338
度	dooc	278
舵	dotx	253
跺	doks	157
铎	doqh	105
哆	dokq	85
踱	dokc	82
惰	done	64
垛	dofs	40
咄	dokb	29
掇	dorc	11
埵	doff	1
亸	doyf	4
驮	docd	4
哚	doks	2
剟	docj	1
裰	dopc	0
饳	doqm	0
㙍	dofc	0
额	eepw	4967
恶	eegn	2738
呃	eekn	2650
俄	eewt	1802
饿	eeqt	1652
鹅	eetq	1549
厄	eedv	584
讹	eeyx	516
鳄	eeqf	230
鄂	eekb	229
娥	eevt	139
欸	eecw	171
蛾	eejt	158
颚	eekw	112
腭	eeef	69
锇	eeqt	91
扼	eern	71
阿	eebk	28
轭	eeln	25
莪	eeat	23
遏	eejp	17
谔	eeyf	22
屙	eenk	17
萼	eeaf	8
锷	eeqf	15
鹗	eekq	13
愕	eenf	12
峨	eemt	10
涐	eeiy	8
垩	eegf	7
崿	eemn	7
噩	eegk	6
哦	eekt	3
婀	eevk	2
姶	eevk	1
苊	eeab	0
堨	eefn	0
诶	ezyt	5305
欸	ezcw	171
嗯	efkn	10134
恩	efln	3715
摁	efrn	852
蒽	efan	34
嗯	egkn	10134
而	erdm	539248
二	erfg	52511
儿	erqn	8237
耳	erbg	2471
尔	erqi	1861
贰	eraw	458
饵	erqb	227
迩	erqp	52
铒	erqb	30
珥	ergb	29
鸸	erdq	4
洱	erib	3
鲕	erqm	3
耏	erde	2
陑	erbj	1
咡	erkg	1
发	fany	22519
法	faic	20611
伐	fawa	1770
罚	falj	1541
阀	faua	193
乏	fatp	110
筏	fata	26
珐	fagc	26
垡	fawf	3
砝	fadc	3
反	fjrc	9676
饭	fjqc	7238
翻	fjtn	6972
犯	fjqn	2896
范	fjab	1752
泛	fjip	2595
凡	fjwy	2551
番	fjtl	1698
烦	fjow	1482
返	fjrp	949
帆	fjmy	527
藩	fjal	503
繁	fjti	303
梵	fjsy	258
樊	fjsd	238
蕃	fjal	178
贩	fjmc	134
钒	fjqy	131
矾	fjdy	119
幡	fjml	92
燔	fjol	56
氾	fjin	44
蘩	fjai	12
璠	fjgl	11
蹯	fjkl	8
